vat,ragione,pec
00166050047,BANCO DI CREDITO P.AZZOAGLIO - S.P.A.,direzione@pec.azzoaglio.it
010537880964,BANCO DI DESIO E DELLA BRIANZA SPA,
01880620461,BANCO DI LUCCA E DEL TIRRENO SPA,bancodilucca@pec.bancodilucca.it
01564560900,BANCO DI SARDEGNA,segreteriagenerale@pec.bancosardegna.it
04959270150,"BARABINO & PARTNERS, SOCIETA' BENEFIT",barabinoepartnerssrl@legalmail.it
02073350015,BARBERO PIETRO S.P.A.,barbero.pietro@legalmail.it
01543860355,BARBIERI SPA,barbierisrl@arubapec.it
02444790782,BARCI ENGINEERING S.P.A.,barci.engineering@pec.it
05259640729,BARI MULTISERVIZI S.P.A.,barimultiservizi@pec.it
01347751008,BARZANO' & ZANARDO MILANO S.P.A.,b-zmilano@pec.barzano-zanardo.com
01347741009,BARZANÃ_x0092_ & ZANARDO ROMA S.P.A.,b-zroma@pec.barzano-zanardo.com
03286860105,BASE DIGITALE PLATFORM,basedigitaleplatform@pec.leonet.it
00796360246,BASE SPA,amministrazione@pec.baseserramenti.com
01600570509,BASE SPA,basenet@legalmail.it
00228360137,BATTAZZA S.P.A.,battazzaspa@legalmail.it
00080970932,BATTISTELLA S.P.A. A SOCIO UNICO,pec@pec.battistellaspa.it
00857610968,BAUSCH & LOMB-IOM S.P.A.,bauschlombiomspa@actaliscertymail.it
05593210726,BAWER,bawer@pec.bawer.it
00907371009,BAXTER SPA,baxterspa@pec.baxter.com
05849130157,BAYER S.P.A.,legalerappresentante@bayerspa.legalmail.it
05349680487,BBG RISCOSSIONI SPA,bbgriscossionispa@pec.it
016947661001,BCC POS S.P.A.,
011029800965,BCD TRAVEL ITALY S.P.A.,
00254030729,"BDM BANCA SPA, GIÃ_x0080_ BANCA POPOLARE DI BARI SOCIETA' PER AZIONI",bdmbanca@postacert.cedacri.it
07722780967,BDO ITALIA,bdo@bdopec.it
05800530486,BDS S.P.A.,05800530486@pec.leonet.it
02198870509,BE ESCO S.P.A.,be-esco@pec.it
05293610019,"BE SHAPING THE FUTURE, DIGITECH SOLUTIONS S.P.A. IN FORMA ABBREVIATA  BE SOLUTIONS S.P.A. O BE DIGITECH SOLUTIONS S.P.A.",besolutions@legalmail.it
09735311004,"BE SHAPING THE FUTURE, MANAGEMENT CONSULTING S.P.A.",beconsulting@legalmail.it
00803890151,BECTON DICKINSON ITALIA,bddirezionegenerale@legalmail.it
07119341001,BEEBUS S.P.A.,beebusspa@pec.it
09092330159,BEEWIZE SPA,beewize@legalmail.it
07295690965,BEINTOO S.P.A.,beintoospa@pec.it
00231120163,BELLINI S.P.A.,mail@pec.bellini-lubrificanti.it
02044780019,BELLUCCI,bellucci@cert.postecert.it
02728000122,BELRON ITALIA SPA A SOCIO UNICO,amministrazione@carglass.postecert.it
07071700152,BENNET S.P.A.,bennet@pec.bennet.com
00223790528,BENOCCI & C. SPA CON SOCIO UNICO,benocci@pec.benoccispa.it
03593260163,BERGAMO ISOLANTI S.P.A.,bergamo.isolanti@aloorapec.com
00899910244,BERICAH,bericah@pec.it
02820640247,BERICOPLAST SPA,bericoplast@pec.confindustriavicenza.it
02093400238,BERNER SPA,berner@legalmail.it
04771620285,BERTANI LEGNO SPA,bertanilegno@legalmail.it
00145280350,BERTANI S.P.A.,bertanispa@legalmail.it
00421510488,BERTI SISTO & C. LAVORI STRADALI S.P.A.,bertisistolavoristradalispa@legalmail.it
00791090160,BESENZONI S.P.A. CON SOCIO UNICO,amministrazione@pec.besenzoni.it
02415160189,BESHARP SPA,besharpspa@legalmail.it
013274760159,BETA 80 S.P.A. SOFTWARE E SISTEMI,
00914120670,BETAFENCE ITALIA SPA,betafenceitaliaspa.betafence@legalmail.it
00129500773,BETAFIN,betafin@pec.it
00440180545,BETATEX S.P.A.,ot@pec.betatex.com
00082250598,BETON BLACK S.P.A.,beton.black@pec.it
01218470332,BETON SERVICE,betonservice@tmcert.it
03876950480,BEYFIN SPA,beyfinspa@pec.beyfin.it
011673170152,BFC MEDIA SPA,
07960110158,BFF BANK SPA,info@pec.bffgroup.com
00867710246,BFT SPA,bftspa@legalmail.it
010195970156,BGP MANAGEMENT CONSULTING SPA,
00045510286,BI ELLE AUTO,gruppobielleauto@pec.it
01786630044,BI ESSE S.P.A,bi-esse@pec-elexitalia.it
01309880993,BI.ERRE.DI. S.P.A.,bierredi@pec.it
00686250523,BIANCHI ELETTRONICA S.P.A,bianchielettronicaspa@pec.it
06516430961,BIANCHI INDUSTRIAL  SPA A SOCIO UNICO,bianchi-industrialspa@legalmail.it
00558060240,BIBETECH SPA,nuovaplastica@pec.it
00181380270,BIBIONE MARE S.P.A.,bibionemarespa@pec.it
00661020040,BIEMMEDUE,bm2@pec.biemmedue.com
00113220412,BIESSE S.P.A.,biessespa@legalmail.it
02738520218,BIGNAMI S.P.A.,pec@pec.bignami.it
03841740016,BIMOTOR SPA,amministrazione@pec.bimotor.it
00167570514,BINDI SPA,bindistrade@pec.it
06754140157,BIO OPTICA MILANO,amministrazione@pec.bio-optica.it
010046970967,BIO4DREAMS S.P.A.,
011078210967,BIOAIR SPA,
01736580513,BIOCHEMICAL SYSTEMS INTERNATIONAL SPA,bsisrl@arubapec.it
01679130060,BIOINDUSTRIA L.I.M. SPA,amministrazione@bioindustriacert.it
01696821006,BIOMERIEUX ITALIA S.P.A.,amministrazione@pec.biomerieux.it
00223880238,BIONDAN S.P.A.,biondan@pec.it
03328440270,BIOSIGMA S.P.A.,amministrazione@pec.biosigmaeu.com
02702750247,BIOTECK SPA,certificata@pec.bioteck.com
01746511201,BIOTRON,biotron@legalmail.it
09699320017,BIOTRONIK ITALIA SPA,tender@pec.biotronikitalia.it
01279490328,BIOVALLEY INVESTMENTS PARTNER S.P.A.,biovalleypartner@legalmail.it
02202650244,BISSON AUTO SPA,bissonauto@pec.bissonauto.it
00585250079,BITUX SPA,bitux@pec.it
05091860964,BIZMATICA SISTEMI SPA,bizmatica@legalmail.it
00885901009,BLASETTI S.P.A.,blasetti@legalmail.it
01075700284,BLOWTHERM S.P.A.,blowtherm@legalmail.it
09293080967,BLUE LION FACILITY,teamfacility@pec.it
03803800964,BLUE LION FOOD,bluelion.food@pec.blueliongroup.it
06357190963,BLUEIT S.P.A. S.B.,amministrazione@pec.blueit.it
03993950967,BLUVACANZE S.P.A.,bluvacanze@pec.bluvacanze.it
04873881009,BMD SPA,bmdspa@twtcert.it
03561150966,BNP PARIBAS REAL ESTATE ADVISORY ITALY S.P.A.,bnpprea@legalmail.it
01935550028,BOCCIOLONE ANTINCENDIO S.P.A.,posta@pec.bocciolone.com
00421210485,BOEHRINGER INGELHEIM ITALIA S.P.A.,bitspa@legalmail.it
01652660067,BOGGERI S.P.A.,boggerispa@legalmail.it
03681451005,BOLLIGER ROMA SPA,bolligerroma@pec.it
08338590154,BOLLIGER S.P.A.,amministrazione.bolliger@legalmail.it
06344961211,BOLLINO IT S.P.A. A SOCIO UNICO,bollinoit@legalmail.it
00312600372,BOLOGNAFIERE S.P.A.,bolognafiere@pec.bolognafiere.it
03550920718,BONASSISALAB,bonassisalab@pec.it
01659320152,BONESCHI & C. S.P.A.,boneschi@legalmail.it
02113890012,BONI S.P.A.,bonispa@pec.it
010550101009,BONIFICA S.P.A.,
03337610178,BONZI S.P.A.,bonzispa@legalmail.it
00574710034,BORGO AGNELLO S.P.A.,borgoagnello@pec-mail.it
03471720965,BORRI,borri@pec.borri.it
00744460155,BOSCH REXROTH,boschrexroth@legalmail.it
01698330014,BOSCO ITALIA SPA,boscoitalia@pecx.it
011206730159,BOSTON SCIENTIFIC S.P.A.,
012682390153,BOTTI & FERRARI SPA,
01880050164,BOTTONIFICIO BAP,bottonificiobap@legalmail.it
05152381009,BOWE SYSTEC SPA,boewe-systec@pec.it
01153230360,BPER BANCA S.P.A.,bper@pec.gruppobper.it
07785990156,BRACCO IMAGING S.P.A.,braccoimagingspa@legalmail.it
00880830195,BRAGA S.P.A.,amministrazione@pec.braga.it
00149520546,BRAGIOLA SPA,bragiola@pec.it
06706551006,BRAIN COMPUTING S.P.A.,braincomputing@pec.it
01654310331,BRAMIERI GROUP SOCIETA' PER AZIONI ENUNCIABILE ANCHE BRAMIERI GROUP S.P.A.,bramierigroupsrl@pec.it
03648620635,BRANCACCIO COSTRUZIONI S.P.A.,brancaccio@legalmail.it
04022980165,BRAVOSOLUTION ITALIA S.P.A.,bravosolutionitaliaspapec@legalmail.it
02799520164,BRAVOSOLUTION S.P.A.,bravosolutionpec@legalmail.it
03164460101,BRC S.P.A. RECUPERO EDILIZIO E RESTAURO CONSERVATIVO,brcspa@legalmail.it
00615510237,BREC VIAGGI SPA,brecviaggi@pcert.it
01710910215,BRENNERCOM,office@pec.brennercom.it
00835510157,BRENNTAG SPA,brspa@pec.brenntag.it
02246660985,BRESCIA MOBILITA' SPA,bresciamobilita@legalmail.it
03513620173,BRESCIA TRASPORTI S.P.A.,bresciatrasporti@legalmail.it
01010621009,BRIZZI DISTRIBUZIONE ITALIA SPA,amministrazione@pec.brizzi-italia.it
05038691001,BRUNO FARMACEUTICI SPA,amministrazione@pec.brunofarmaceutici.it
010732950158,BRUNSWICK MARINE IN ITALIA S.P.A.,
03030031201,BRYO S.P.A.,bryo@legalmail.it
02431200415,BSC SPA,bscsrl10@pec.it
02812710602,BSISTEMI,bsistemi@notificapec.com
04952121004,BT ITALIA S.P.A.,btitaliaspa@pec.btitalia.it
010991860155,BTICINO,
02052030182,BTO SPA,btosrl@pec.it
016222361004,BTP INFRASTRUTTURE S.P.A.,
012794130158,BTS S.P.A.,
01371361005,BUCAP S.P.A.,bucap@pec.it
01809170341,BUCCI S.P.A,buccispa@pec.buccispa.com
07783020725,BUFFETTI FINANCE  S.P.A.,buffettifinance@pec.it
00850400151,BUGNION SOCIETA' PER AZIONI,amministrazione@cert.bugnion.it
01178170765,BULFARO S.P.A.,amministrazionebulfaro@pecsicura.it
05014810484,BUONA SPA SOCIETÃ_x0080_ BENEFIT,buonaspa@pec.it
011139860156,BUREAU VAN DIJK EDIZIONI ELETTRONICHE SPA,
011498640157,BUREAU VERITAS ITALIA SPA,
01059590107,BURKE & BURKE,burkege@pec.it
03976470967,BUSINESS INTEGRATION PARTNERS,ammne_bip@pec.it
09957980965,BUSINESS SCHOOL24 S.P.A.,business-school@legalmail.it
01305510511,BUTALI S.P.A.,butalispa@pec.butali.it
00894461003,BUTANGAS S.P.A.,dirgen@pec.butangas.it
06294960015,"BUZZI, NOTARO & ANTONIELLI D'OULX S.P.A.",bna@pec.it
05180070657,BUZZOOLE S.P.A.,buzzoolespa@legalmail.it
05009770966,BV TECH S.P.A.,r.boccardo@pec.bv-tech.it
00730590155,BWF FTI S.P.A.,bwfenvirotec@pec.it
05685740721,C&C S.P.A.,info@pec.cecconsulting.it
00851290650,C. GALDIERI & FIGLI S.P.A.,infopec@pec.galdieripetroli.it
00434920484,C.A. E P. GHETTI S.P.A.,ghetti@pec.it
00859760159,C.A.B.I. CATTANEO - S.P.A.,cabicattaneo@legalmail.it
07809430635,C.A.G. CHEMICAL S.P.A.,cagchemicalspa@pec.it
00909040438,C.B.F. BALDUCCI GROUP S.P.A SOCIETA' BENEFIT,cbfbalducci@pec.it
00170780274,C.C.C. CANTIERI COSTRUZIONI CEMENTO S.P.A.,cccspa@legalmail.it
00906711007,C.C.C. COSTRUZIONI CIVILI CERASI SPA,cerasispa@cerpos.it
00166740340,C.D.F. CENTRO DISTRIBUZIONE DEL FARMACO SPA,cdf@pec.pharma.it
05526911218,C.E.A. CONSORZIO ENERGIE ALTERNATIVE,cea.scarl@pec.it
09183610154,C.E.I. S.P.A. CALORE ENERGIA IMPIANTI,cei@legalmail.it
07109270632,C.E.M. S.P.A.,cemcostruzionispa@pec.it
01582290134,C.F.B. S.P.A.,cfbspa@pec.it
01809090127,C.G. SERVICE SPA,cgservicespa@pec.it
03171310984,C.I.E.B. ELETTROFORNITURE S.P.A.,cieb@legalmail.it
01311231003,C.I.EL. COSTRUZIONI IMPIANTI ELETTROMECCANICI S.P.A.,ciel@pec.cielspa.it
00139260400,C.I.L. -COMPAGNIA ITALIANA LAVANDERIE S.P.A.,cil.lavanderia@pec.it
02109320735,C.I.S.A. SPA,antonio.albanese@pec.cisaonline.it
00973350069,C.I.T. CONSORZIO INTERCOMUNALE TRASPORTI S.P.A.,cit@pec.citnovi.it
00543111207,C.M.G. S.P.A.,cmg-dir@arubapec.it
05931780729,C.N. COSTRUZIONI GENERALI S.P.A.,cncostruzioni@pec.it
01014090433,C.P.M. GESTIONI TERMICHE S.P.A.,cpmgestionitermiche@legalmail.it
01637141001,C.R. TECHNOLOGY SYSTEMS,crtsgroup@legalmail.it
00149110066,C.T.E. COSTRUZIONI TECNO ELETTRICHE S.P.A.,info@pec.cte-spa.com
01095640536,C/O NAUTICA CALA GALERA SPA,nauticacalagalera@pec.it
00724020235,CAD IT SPA,cadit@pec.gruppocadit.it
01280290386,CADF S.P.A.,info@cadf.postecert.it
01389620442,CADLAND,cadland@pec.it
00533641205,CAE S.P.A.,caelegal@legalmail.it
01507330932,CAF CGN S.P.A. - IL CAF DEI PROFESSIONISTI,cafcgnspa@cgn.legalmail.it
07661170634,CAFASSO & FIGLI S.P.A. SOCIETA' TRA PROFESSIONISTI,amministrazione@pec.cafassoefigli.net
01228510416,CAFFE PASCUCCI TORREFAZIONE SPA,pascuccitorrefazione@pec.it
01529740886,CAFFE' MOAK S.P.A.,caffemoakspa@pec.it
07178080961,CAFFEINA S.P.A. SOCIETÃ_x0080_ BENEFIT,caffeinasrl@cgn.legalmail.it
00271200925,CAGLIARI CALCIO S.P.A.,cagliaricalcio@legalmail.it
01694540798,CAI SERVICE GROUP SPA,info@pec.caiservice.kr.it
011484370967,CAIRORCS MEDIA S.P.A.,
01668030784,CALABRA MACERI E SERVIZI,calabramaceri@pec-pmi.it
00674130356,CALCESTRUZZI CORRADINI S.P.A.,calcestruzzicorradini@legalmail.it
02036890644,CALCESTRUZZI IRPINI S.P.A.,direzione@pec.irpiniacalcestruzzi.it
01112920101,CALDERAN & MOSCATELLI S.P.A.,calderanemoscatelli@pec.it
01314900596,CALIFANO CARRELLI,califanocarrelli@pec.it
03751840277,CALL2NET SPA,call2net@pec.it
01972791006,CALOR CLIMA,calorclimaspa@fcpec.it
00142630243,CALPEDA S.P.A.,calpeda@legalmail.it
00100020510,CALZATURIFICIO FRATELLI SOLDINI,amministrazione@pec.calzaturificiosoldini.com
00173370263,CALZATURIFICIO S.C.A.R.P.A. S.P.A.,calzaturificioscarpaspa@legalmail.it
03580790263,CALZATURIFICIO SKANDIA S.P.A.,calzaturificioskandia@legalmail.it
00452490303,CALZAVARA S.P.A.,calzavara@legalmail.it
00689920155,CALZIFICIO DI PARABIAGO MARIO RE DEPAOLINI S.P.A.,rede@pec.rede.it
01540670542,CALZONI SPA,calzonispa@pec.it
02689140800,CAMBARERI S.P.A.,cambarerispa@legalmail.it
00721560159,CAMBIELLI SPA,cambielli@legalmail.it
06300960488,CAMBRIDGE MANAGEMENT CONSULTING LABS SPA,haivex@legalmail.it
00207330036,CAMERONI SPA MATERIALI EDILI,cameronispa@pec.it
02307400156,CAMFIL,camfilspa@legpec.it
00206830135,CAMP,info@pec.camp.it
02537270270,CAMPELLO SPA,campellospa@legalmail.it
02685590362,CAMPERIS S.P.A.,camperis@pec.it
00506790542,CANCELLONI FOOD SERVICE SPA,cancellonifoodservice@pec.it
04384410017,CANE' - S.P.A.,canespa@pec.it
011723840150,CANON ITALIA SPA,
02563170139,CANTALUPPI TAVERNERIO SPA A SOCIO UNICO,cantaluppitaverneriospa@legalmail.it
05437931214,CANTIERE NAVALE MARINA DI STABIA SPA,cantieremds@pec.it
01281400299,CANTIERE NAVALE VITTORIA,shipyard@pec.vittoria.biz
06224120631,CANTIERI DEL MEDITERRANEO S.P.A.,cantieridelmediterraneo@pec.it
00402270938,CANTIERI MARINA SAN GIORGIO S.P.A.,mail@pec.cantierimarina.it
02574610461,CANTIERI NAVALI TUREDDI GROUP S.P.A.,tureddigroupitalia@legalmail.it
01640680383,CANTIERI SPA A SOCIO UNICO,direzione.cantieri@pec.it
04877961005,CAPGEMINI ITALIA S.P.A.,capgemini@pec-it.capgemini.com
00495870164,CAPOFERRI SERRAMENTI SPA,legal@pec.capoferriserramenti.it
01779310364,CAPRARI S.P.A.,caprari@legalmail.it
09668720965,CAPRERA & PARTNERS SPA,capreraepartnerssrl@pec.it
05052910758,CARAFA S.P.A.,carafagroup@pec.it
00368500401,CARAVANTOURS S.P.A.,caravantours@legal-pec.it
00511390346,CARBOGNANI SPA,carbognani@pec.it
012937840150,CARBOTERMO S.P.A.,
03153711209,CARDIOLINE S.P.A.,cardioline@legalmail.it
00193040342,CAREBO SPA,amministrazione@pec.carebo.com
03859710109,CARFIN SPA,carfinspa@pec.it
01727080226,CARIBONI GROUP S.P.A.,cariboni@pec.caribonigroup.com
00721920155,CARL ZEISS S.P.A. CON SOCIO UNICO,carlzeiss@pec.it
00093460426,CARLO CAGNONI SPA,cagnoni@confcommercio.legalmail.it
00796140143,CARNAZZOLA GEOM. CAMILLO SPA,carnazzolaspa@pec.it
00677650988,CARNOVALI SPA,carnovali@registerpec.it
01172001008,CAROCCI EDITORE S.P.A.,amministrazionecarocci@legalmail.it
01175130226,CAROSELLO TONALE S.P.A.,carosellotonale@registerpec.it
00855070264,CARRARO S.P.A.,amministrazione@pec.gruppocarraro.it
00614530244,CARROZZERIA SPEROTTO S.P.A.,carrozzeriasperotto@legalmail.it
02748510795,CARUSO COSTRUZIONI SPA,carusocostruzionispa@pec.it
02193240997,CASA DELLA SALUTE S.P.A.,cdsspa@legalmail.it
00305320343,CASA DI CURA CITTA' DI PARMA S.P.A.,clinicacdp@pec.it
01678940543,CASA DI CURA LIOTTI,amministrazione@pec.liotti.eu
06553100634,CASA DI CURA PRIVATA SALUS S.P.A.,casadicuraprivatasalusspa@legalmail.it
01458780747,CASA OLEARIA ITALIANA,casaolearia@legalmail.it
01756860191,CASALASCO SOCIETA' AGRICOLA S.P.A.,casalasco@legalmail.it
03106600483,CASALINI LIBRI,casalini.libri@legalmail.it
02266580303,CASELLI GROUP SPA,caselligroupspa@legalmail.it
00232480228,CASSA CENTRALE BANCA - CREDITO COOPERATIVO ITALIANO S.P.A.,segreteria@pec.cassacentrale.it
00194450219,CASSA CENTRALE RAIFFEISEN DELL'ALTO ADIGE SPA,pec03493@raiffeisen-legalmail.it
01654870052,CASSA DI RISPARMIO DI ASTI SPA,ufficiosegreteria@pec.bancacrasti.it
00166910042,CASSA DI RISPARMIO DI FOSSANO S.P.A.,crfossano.pec@legalmail.it
00063960553,CASSA DI RISPARMIO DI ORVIETO SPA,cariorvieto@legalmail.it
08118100968,CAST EDUTAINMENT SPA,castedu@pec.it
00214340234,CASTAGNA F.LLI S.P.A.,contabilita@pec.castagnaspa.com
00813200144,CASTALDI LIGHTING S.P.A.,castaldilighting@pec.it
04505821217,CASTALDO HIGH TECH SPA,castaldohightech@pec.it
01273441210,CASTALDO SPA,castaldospa@pec.it
03327830166,CASTELLI SPA,
03406340871,CATANIA MULTISERVIZI S.P.A.,up@pec.cataniamultiservizi.it
01262010125,CATERLINE SPA,caterlinespa@secmail.it
01217760121,CAVE BONINI CALCESTRUZZI S.P.A.,cavebonini@pec.netorange.it
04958770010,CAVE GERMAIRE SPA,cavegermaire@pec.it
01114260019,CAVE PROVANA,caveprovana@legalmail.it
03281260178,CAVI DIESEL SPA,cavidiesel@raccomandata-ar.com
00405090333,CAVIDUE S.P.A.,caviduespa@legalmail.it
05796670015,CAVIT SPA,cavitspa@documentipec.com
00519860019,CAVOURESE SPA,cavourese@pec.it
00284420262,CAZZARO SPA,cazzaro@pec.cazzarospa.net
012994080963,CB CONSULBROKERS,
00624811204,CBA DEI LUBRIFICANTI SPA,cbadeilubrificantispa@pec.it
012833960151,CBRE SPA,
02475550758,CDSHOTELS S.P.A.,cds@pec.cdshotels.it
06061250632,CE.D.I. CENTRO DISTRIBUZIONE INDUSTRIALE,cedispa@winpec.it
00638391201,CEA ESTINTORI SPA,amministrazione@pec.ceaestintori.it
08548300154,CEA S.P.A.,cea@pec.cea-spa.it
01392380547,CEB IMPIANTI SPA,cebimpianti@pec.it
015324221009,CEBAT SPA,
00588470245,CECCATO AUTOMOBILI SPA,ceccatoautomobili@pec.gruppoceccato.com
03773760248,CECCATO SPA,ceccatosrl@pec.it
02371740032,CEF PUBLISHING S.P.A.,cefsrl1@legalmail.it
02047860966,CEGEKA,cegeka@pec.it
01230291005,CEGEKA SERVICES,westpole@pec.westpole.it
00308150515,CEIA,ceiaspa@legalmail.it
01942520691,CEIE POWER,ceiepower@pec.it
00852230101,CEISIS S.P.A. SISTEMI IMPIANTISTICI INTEGRATI,mail@ceisis.telecompec.it
010773080154,CEL GENERAL CONTRACTOR S.P.A. BREVEMENTE DETTA CEL SPA,
00284160660,CELI CALCESTRUZZI S.P.A.,celicalcestruzzispa@pec.it
013264231005,CELLNEX ITALIA S.P.A.,
06375430151,CELTE S.P.A.,celtepec@pec.it
00541390175,CEMBRE S.P.A.,amministrazione.cembre@legalmail.it
015478371006,CENSI S.P.A.,
04296580287,CENTERVUE SPA,centervue@legalmail.it
01934250018,CENTRALE DEL LATTE D'ITALIA SPA,mail@pec.centralelatte.torino.it
01192940417,CENTRALE SPA,centrale@pecmag.it
00446590416,CENTRALTUBI SPA,centraltubi@legalmail.it
01908460171,CENTRO C,centroc@pec.centroc.com
00267670826,CENTRO COLORI DI GIUSEPPE TRIOLO SPA,centrocolorispa@legalmail.it
01446670380,CENTRO COMPUTER S.P.A.,centrocomputerspa@legalmail.it
04391911007,CENTRO DI ASSISTENZA FISCALE DELL'UNIONE ITALIANA DEL LAVORO S.P. A. IN BREVE C.A.F. - UIL S.P.A.,cafuil@pec.cafuil.it
03438220265,CENTRO DI MEDICINA SPA,centrodimedicina@pec.it
01196761009,CENTRO DI PRODUZIONE,centrodiproduzione@pec.it
00855260154,CENTRO EUROPEO DI GESTIONE E ORGANIZZAZIONE SCIENTIFICA C.E.G.O.S ITALIA S.P.A.,cegos@legalmail.it
01596440980,CENTRO GAMMA TERMOSANITARIA SPA,cgt.spa@legalmail.it
00447280546,CENTRO ITALIA VEICOLI INDUSTRIALI SPA,luigibacchi@legalmail.it
02750030542,CENTRO NAZIONALE SERVIZI AI PROFESSIONISTI SPA,amm.cenasp@sicurezzapostale.it
00848700100,CENTRO PER GLI STUDI DI TECNICA NAVALE CETENA S.P.A.,cetena@pec.cetena.it
05905381215,CENTRO REGIONALE DI COMPETENZA IN BIOTECNOLOGIE INDUSTRIALI BIOTEKNET SCPA,bioteknet@pec.it
05958561218,CENTRO RICAMBI CEMA SOCIETA' PER AZIONI,crcemaspa@legalmail.it
00307180331,CENTRO RIPARAZIONI PIACENTINO S.P.A. ENUNCIABILE ANCHE* C.R.P. - S.P.A.,posta@pec.crpspa.it
01651030494,CENTRO SERVIZI ASSICURATIVI S.P.A.,centroserviziassicurativisrl@pec.it
02998820233,CENTRO STUDI ENTI LOCALI SPA,centrostudientilocali@pec.it
01724710122,CENTROCOT SPA,centrocot@certimprese.it
00728110529,CENTROFARC S.P.A.,centrofarc@pec.it
03955560374,CENTROGEST SPA,centrogestspa@legalmail.it
00902270966,CENTRUFFICIO LORETO,direzione@pcert.centrufficio.it
01343790554,CEPLAST SPA,ceplast@pec.it
01413970300,CEPPARO S.P.A.,cepparospa@pec.it
00136740404,CERACARTA,ceracarta@pec.it
00179660360,CERAMICHE CAESAR SPA,caesar@pec.confindustriamodena.com
05581171211,CERBONE ALLUMINIO S.P.A.,infocerbonealluminio@pec.it
02736520236,CEREA SPA,pec@pec.cereaspa.it
02772500647,CEREALITALIA INDUSTRIE DOLCIARIE SOCIETA' PER AZIONI,cerealitalia@legalmail.it
00153890033,CERRIANA S.P.A.,cerriana@pec.cerriana.com
06456870150,CERVED CREDIT COLLECTION SPA,cervedcreditcollection@cert.studiopirola.com
08587760961,CERVED GROUP,cervedgroup@pec.cerved.com
01951490125,CERVOTESSILE,cervotessile@certimprese.it
01598040184,CESARE GALDABINI SPA A SOCIO UNICO,cgaldabinispa@certimprese.it
01954020408,CESENA FIERA S.P.A.,segreteria@pec.cesenafiera.com
013837391005,CET,
03172560165,CETA SPA,cetaspa@legalmail.it
03892770714,CETOLA S.P.A.,cetolaspa@pec.cetolaspa.it
05732470967,CGM CIGIEMME SPA,cgm@pec.cgm-cigiemme.it
01668611005,CGT ELETTRONICA,cgt@legalmail.it
09217770156,CGTE SPA,cgtedilizia@legalmail.it
09398631003,CHALLENGE NETWORK,challengenetwork@pec.it
00163360548,CHECCARINI S.P.A.,checcarini@pecsicura.it
04036310235,CHECKS,comunicazioni@pec.checks-italia.com
012510170157,CHG-MERIDIAN ITALIA SPA,
02124430782,CHIAPPETTA S.P.A.,runco@pec.it
01513360345,CHIESI FARMACEUTICI S.P.A.,amministrazione@pec.chiesi.com
02944970348,CHIESI ITALIA S.P.A,chiesiitalia@legalmail.it
01888870241,CHIMICA ECOLOGICA S.P.A.,chimicaecologicaspa@legalmail.it
01235350129,CHIMITEX SPA,chimitex@legalmail.it
02745410163,CHIMIVER PANSERI S.P.A.,postacertificata@pec.chimiver.com
00435080304,CHINESPORT SPA,amministrazione@pec.chinesport.it
07872640722,CHOGAN GROUP SPA,chogangroupsrl@pec.it
03106170107,CHUGOKU-BOAT ITALY S.P.A.,amministrazione@pec.chugoku-boat.it
00185810603,CIALONE TOUR S.P.A,info@pec.cialonetour.it
01714400544,CIAM S.P.A.,ciampec@legalmail.it
01232430494,CIANO TRADING & SERVICES C.T. & S. S.P.A.,cianogroup@legalmail.it
02179510819,CICLI LOMBARDO SPA,elombardo@pec.lombardobikes.com
06356990967,CID,cidvascular@legalmail.it
04676440631,CID SOFTWARE STUDIO,ccia@pec.cidsoftwarespa.it
09052100154,CIMBALI GROUP S.P.A.,amministrazione@pec.gruppocimbali.com
01507200937,CIMOLAI S.P.A.,cimolaispa@legalmail.it
013164451000,CINECITTA' WORLD S.P.A. O PIU' BREVEMENTE CCW S.P.A.,
00723720157,CINEMECCANICA SPA,cinemeccanica@legalmail.it
012647740153,CIODUE ITALIA SPA,
00753370154,CIODUE SPA,amm.ciodue@pec.it
01392551212,CIPA S.P.A.,cipaspa@pec.it
01481120697,CIRCET ITALIA S.P.A.,direzione@pec.ceitnet.it
02152310666,CIRCI S.P.A.,circispa@pec.it
07869320965,CIRCLE SPA,circle@pec.circletouch.eu
05352580962,CISALFA SPORT SPA,amministrazione.cisalfa@legalmail.it
00637950015,CISALPINA TOURS SPA,cisalpina@pec.cisalpinatours.it
00414960872,CISAUTO SPA,cisauto@pec.it
00896271004,CISCRA,direzione.ciscra@pec-neispa.com
